Title,year,pop_under_npl,rate,gini,comparability,source,link,upi,last_submit
KAZ,2022,1014164,5.2,28.5,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2023,1034809,5.2,29,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/11/2024 14:56
KAZ,2024,,,,,,,Metin Nebiler,3/17/2025 12:47
KEN,2000,,,,,,,,
KEN,2001,,,,,,,,
KEN,2002,,,,,,,,
KEN,2003,,,,,,,,
KEN,2004,,,,,,,,
KEN,2005,16870600,46.8,46.45292,Yes,"Basic Report on well-being in Kenya, https://www.knbs.or.ke/publications/",,,
KEN,2006,,,,,,,,
KEN,2007,,,,,,,,
KEN,2008,,,,,,,,
KEN,2009,,,,,,,,
KEN,2010,,,,,,,,
KEN,2011,,,,,,,,
KEN,2012,,,,,,,,
KEN,2013,,,,,,,,
KEN,2014,,,,,,,,
KEN,2015,17052288,36.1,40.77577,Yes,"Basic Report on well-being in Kenya, https://www.knbs.or.ke/publications/",,,
KEN,2016,,,,,,,,
KEN,2017,,,,,,,,
KEN,2018,,,,,,,Nduati Maina Kariuki,3/12/2025 14:40
KEN,2019,,,,,,,,
KEN,2020,,,,,,,,
KEN,2021,19108777,38.6,,,,,Nduati Maina Kariuki,3/12/2025 14:42
KEN,2022,,39.8,,,The Kenya Poverty Report (2022),,Nduati Maina Kariuki,3/12/2025 14:42
KEN,2023,,,,,,,,
KEN,2024,,,,,,,,
KGZ,2000,,,31.03501,,,,,
KGZ,2001,,,30.16398,,,,,
KGZ,2002,,,30.30239,,,,,
KGZ,2003,,,28.70865,,,,,
KGZ,2004,,,34.77343,,,,,
KGZ,2005,,,32.56143,,,,,
KGZ,2006,2082142,39.9,37.38124,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2007,1843940,35,33.91182,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2008,1686028,31.7,31.45068,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2009,1706506,31.7,29.87492,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2010,1835942,33.7,30.13392,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2011,2029373,36.8,27.83986,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2012,2130736,38,27.35727,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2013,2116252,37,28.81548,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2014,1785663,30.6,26.819,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2015,1912165,32.1,28.99792,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2016,1545006,25.4,26.78077,Yes,National Statistica Committee of the Kyrgyz Republic,,,
KGZ,2017,1587584,25.6,27.33501,Yes,National Statistical Committee of the Kyrgyz Republic. Poverty line is absolute. Government estimate.,,,
KGZ,2018,1416307,22.4,,Yes,National Statistical Committee of the Kyrgyz Republic. Poverty line is absolute. Government estimate.,,Aibek Ashirov,24.09.2024 16:31
KGZ,2019,1297696,20.1,,Yes,National Statistical Committee ,,Aibek Ashirov,24.09.2024 16:31
KGZ,2020,1664714,25.3,,Yes,National Statistical Committee ,https://www.stat.gov.kg/ru/opendata/category/120/,Aibek Ashirov,24.09.2024 16:31
KGZ,2021,2255542,33.3,,No,National Statistical Committee ,https://www.stat.gov.kg/ru/opendata/category/120/,Aibek Ashirov,24.09.2024 16:31
KGZ,2022,2315666,33.2,,No,National Statistical Committee ,https://www.stat.gov.kg/ru/opendata/category/120/,Aibek Ashirov,24.09.2024 16:31
KGZ,2023,2116038,29.8,,No,National Statistical Committee ,https://www.stat.gov.kg/ru/publications/uroven-bednosti-v-kyrgyzskoj-respublike/,Aibek Ashirov,24.09.2024 16:31
KGZ,2024,,,,,,,,
KIR,2000,,,,,,,,
KIR,2001,,,,,,,,
KIR,2002,,,,,,,,
KIR,2003,,,,,,,,
KIR,2004,,,,,,,,
KIR,2005,,,,,,,,
KIR,2006,20549,21.8,,Yes,WDI,,,
KIR,2007,,,,,,,,
KIR,2008,,,,,,,,
KIR,2009,,,,,,,,
KIR,2010,,,,,,,,
KIR,2011,,,,,,,,
KIR,2012,,,,,,,,
KIR,2013,,,,,,,,
KIR,2014,,,,,,,,
KIR,2015,,,,,,,,
KIR,2016,,,,,,,,
KIR,2017,,,,,,,,
KIR,2018,,,,,,,,
KIR,2019,25977,21.92,,No,2019/20 HIES,,,
KIR,2020,,,,,,,,
KIR,2021,,,,,,,,
KIR,2022,,,,,,,,
KIR,2023,,,,,,,,
KIR,2024,,,,,,,,
LAO,2000,,,,,,,,
LAO,2001,,,,,,,,
LAO,2002,1841586,33.5,,Yes,WDI,,,
LAO,2003,,,,,,,,
LAO,2004,,,,,,,,
LAO,2005,,,,,,,,
LAO,2006,,,,,,,,
LAO,2007,1642141,27.6,,Yes,WDI,,,
LAO,2008,,,,,,,,
LAO,2009,,,,,,,,
LAO,2010,,,,,,,,
LAO,2011,,,,,,,,
LAO,2012,1501150,23.4,,Yes,WDI,,,
LAO,2013,,,,,,,,
LAO,2014,,,,,,,,
LAO,2015,,,,,,,,
LAO,2016,,,,,,,,
LAO,2017,,,,,,,,
LAO,2018,1273863,18.3,,No,Government of Lao PDR,,,
LAO,2019,,,,,,,,
LAO,2020,,,,,,,,
LAO,2021,,,,,,,,
LAO,2022,,,,,,,,
LAO,2023,,,,,,,,
LAO,2024,,,,,,,,
LBN,2000,,,,,,,,
LBN,2001,,,,,,,,
LBN,2002,,,,,,,,
LBN,2003,,,,,,,,
LBN,2004,,,,,,,,
LBN,2005,,,,,,,,
LBN,2006,,,,,,,,
LBN,2007,,,,,,,,
LBN,2008,,,,,,,,
LBN,2009,,,,,,,,
LBN,2010,,,,,,,,
LBN,2011,,27.4,31.8,,Central Administration for Statistics,http://www.cas.gov.lb/images/PDFs/Poverty/Snapshot%20of%20Poverty%20and%20Labor%20Market%20in%20Lebanon.pdf,Ganesh Kumar Seshan,3/17/2025 22:01
LBN,2012,,,,,,,,
LBN,2013,,,,,,,,
LBN,2014,,,,,,,,
LBN,2015,,,,,,,,
LBN,2016,,,,,,,,
LBN,2017,,,,,,,,
LBN,2018,,,,,,,,
LBN,2019,,,,,,,,
LBN,2020,,,,,,,,
LBN,2021,,,,,,,,
LBN,2022,,,,,,,,
LBN,2023,,,,,,,,
LBN,2024,,,,,,,,
LBR,2000,,,,,,,,
LBR,2001,,,,,,,,
LBR,2002,,,,,,,,
LBR,2003,,,,,,,,
LBR,2004,,,,,,,,
LBR,2005,,,,,,,,
LBR,2006,,,,,,,,
LBR,2007,2241251,63.8,36.47775,No,CWIQ 2007,,,
LBR,2008,,,,,,,,
LBR,2009,,,,,,,,
LBR,2010,,,,,,,,
LBR,2011,,,,,,,,
LBR,2012,,,,,,,,
LBR,2013,,,,,,,,
LBR,2014,2375389,54.1,33.23788,No,HIES 2014,,,
LBR,2015,,,,,,,,
LBR,2016,2348436,50.9,33,Yes,HIES 2016,,,
LBR,2017,,,,,,,,
LBR,2018,,,,,,,,
LBR,2019,,,,,,,,
LBR,2020,,,,,,,,
LBR,2021,,,,,,,,
LBR,2022,,,,,,,,
LBR,2023,,,,,,,,
LBR,2024,,,,,,,,
LCA,2000,,,,,,,,
LCA,2001,,,,,,,,
LCA,2002,,,,,,,,
LCA,2003,,,,,,,,
LCA,2004,,,,,,,,
LCA,2005,,,,,,,,
LCA,2006,,,,,,,,
LCA,2007,,,,,,,,
LCA,2008,,,,,,,,
LCA,2009,,,,,,,,
LCA,2010,,,,,,,,
LCA,2011,,,,,,,,
LCA,2012,,,,,,,,
LCA,2013,,,,,,,,
LCA,2014,,,,,,,,
LCA,2015,44302,25,43.2,No,"Saint Lucia National Report of Living Conditions 2016 - Final Report, December 2018",https://stats.gov.lc/wp-content/uploads/2019/01/Saint-Lucia-National-Report-of-Living-Conditions-2016-Final_December-2018.pdf,Anna Luisa Paffhausen,3/25/2025 12:32
LCA,2016,,,,,,,,
LCA,2017,,,,,,,,
LCA,2018,,,,,,,,
LCA,2019,,,,,,,,
LCA,2020,,,,,,,,
LCA,2021,,,,,,,,
LCA,2022,,,,,,,,
LCA,2023,,,,,,,,
LCA,2024,,,,,,,,
LKA,2000,,,,,,,,
LKA,2001,,,,,,,,
LKA,2002,7908512,46.8,40,Yes,Department of Census and Statistics,,,
LKA,2003,,,,,,,,
LKA,2004,,,,,,,,
LKA,2005,,,,,,,,
LKA,2006,6274320,34.1,40,Yes,Department of Census and Statistics,,,
LKA,2007,,,,,,,,
LKA,2008,,,,,,,,
LKA,2009,5775924,28.4,36,Yes,Department of Census and Statistics,,,
LKA,2010,,,,,,,,
LKA,2011,,,,,,,,
LKA,2012,4473020,22.5,39,Yes,Department of Census and Statistics,,,
LKA,2013,,,,,,,,
LKA,2014,,,,,,,,
LKA,2015,,,,,,,,
LKA,2016,3305619,16,39,Yes,Department of Census and Statistics,,,
LKA,2017,,,,,,,,
LKA,2018,,,,,,,,
LKA,2019,3038514,14.3,38,Yes,Department of Census and Statistics,,Kelly Yelitza Montoya Munoz,3/25/2025 16:10
LKA,2020,,,,,,,,
LKA,2021,,,,,,,,
LKA,2022,,,,,,,,
LKA,2023,,,,,,,,
LKA,2024,,,,,,,,
LSO,2000,,,,,,,,
LSO,2001,,,,,,,,
LSO,2002,1076709,56.6,51.57492,Yes,WDI,,,
LSO,2003,,,,,,,,
LSO,2004,,,,,,,,
LSO,2005,,,,,,,,
LSO,2006,,,,,,,,
LSO,2007,,,,,,,,
LSO,2008,,,,,,,,
LSO,2009,,,,,,,,
LSO,2010,,,,,,,,
LSO,2011,,,,,,,,
LSO,2012,,,,,,,,
LSO,2013,,,,,,,,
LSO,2014,,,,,,,,
LSO,2015,,,,,,,,
LSO,2016,,,,,,,,
LSO,2017,1039432,49.7,,Yes,CMSHBS 2017/18,,,
LSO,2018,,,,,,,,
LSO,2019,,,,,,,,
LSO,2020,,,,,,,,
LSO,2021,,,,,,,,
LSO,2022,,,,,,,,
LSO,2023,,,,,,,,
LSO,2024,,,,,,,,
MAR,2000,4413992,15.3,40.63701,,,,,
MAR,2001,,,,Yes,,,,
MAR,2002,,,,Yes,,,,
MAR,2003,,,,Yes,,,,
MAR,2004,,,,Yes,,,,
MAR,2005,,,,Yes,,,,
MAR,2006,,,,Yes,,,Federica Marzo,3/26/2025 22:41
MAR,2007,2779103,8.9,40.71,Yes,,,Federica Marzo,3/26/2025 22:41
MAR,2008,,,,Yes,,,,
MAR,2009,,,,Yes,,,,
MAR,2010,,,,,,,,
MAR,2011,,,,Yes,,,,
MAR,2012,,,,Yes,,,,
MAR,2013,1623589,4.8,39.54851,Yes,,,,
MAR,2014,,,,Yes,,,,
MAR,2015,,,,Yes,,,,
MAR,2016,,,,,,,,
MAR,2017,,,,,,,,
MAR,2018,,,,,,,,
MAR,2019,,,,,,,,
MAR,2020,,,,,,,,
MAR,2021,,,,,,,,
MAR,2022,,3.9,40.5,,"Evolution du niveau de vie de la population à la lumière des résultats de l’Enquête Nationale sur le Niveau de Vie des Ménages de 2022, Juin 2024, HCP",https://www.hcp.ma/Evolution-du-niveau-de-vie-de-la-population-a-la-lumiere-des-resultats-de-l-Enquete-Nationale-sur-le-Niveau-de-Vie-des_a3900.html,Federica Marzo,9/6/2024 12:59
MAR,2023,,,,,,,Federica Marzo,9/6/2024 12:59
MAR,2024,,,,,,,,
MDA,2000,,,,,,,Judy Yang,3/19/2025 12:15
MDA,2001,,,,No,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2002,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2003,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2004,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2005,,,,,,,,
MDA,2006,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2007,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2008,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2009,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2010,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2011,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2012,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2013,,,,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2014,,29.5,25.94,No,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2015,,25.4,25.79,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2016,,26.4,25.8,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2017,,27.7,25.02,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2018,,23,24.93,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2019,,25.2,27.62,No,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2020,,26.8,26.99,Yes,National Bureau of Statistics of Moldova,,Judy Yang,3/19/2025 12:18
MDA,2021,,24.5,27.8,Yes,National Bureau of Statistics of Moldova,,,
MDA,2022,,31.1,28.17,Yes,National Bureau of Statistics of Moldova,https://statbank.statistica.md/PxWeb/pxweb/en/30%20Statistica%20sociala/30%20Statistica%20sociala__04%20NIV__NIV070/NIV070100.px/?rxid=b2ff27d7-0b96-43c9-934b-42e1a2a9a774,Judy Yang,3/19/2025 12:14
MDA,2023,,31.6,29.48,Yes,National Bureau of Statistics of Moldova,https://statistica.gov.md/en/statistic_indicator_details/3,Judy Yang,3/19/2025 12:14
MDA,2024,,,,,,,,
MDG,2000,,,,,,,,
MDG,2001,11512740,70.8,47.43543,Yes,WDI,,,
MDG,2002,,,,Yes,,,,
MDG,2003,,,,Yes,,,,
MDG,2004,,,,Yes,,,,
MDG,2005,13422482,73.2,39.93718,Yes,WDI,,,
MDG,2006,,,,Yes,,,,
MDG,2007,,,,Yes,,,,
MDG,2008,,,,Yes,,,,
MDG,2009,,,,Yes,,,,
MDG,2010,15165726,71.7,42.41749,,WDI,,,
MDG,2011,,,,Yes,,,,
MDG,2012,15799027,70.7,42.64818,Yes,WDI,,,
MDG,2013,,,,Yes,,,,
MDG,2014,,,,Yes,,,,
MDG,2015,,,,Yes,,,,
MDG,2016,,,,,,,,
MDG,2017,,,,,,,,
MDG,2018,,,,,,,,
MDG,2019,,,,,,,,
MDG,2020,,,,,,,,
MDG,2021,,77,,No,https://instat.mg/documents/upload/main/INSTAT_Epm21-22_06-2024.pdf,,Francis Muamba Mulangu,4/15/2025 16:27
MDG,2022,,,,,,,Francis Muamba Mulangu,3/28/2025 10:22
MDG,2023,,,,,,,,
MDG,2024,,,,,,,,
MDV,2000,,,,,,,,
MDV,2001,,,,,,,,
MDV,2002,,,,,,,,
MDV,2003,,,,,,,,
MDV,2004,,,,,,,,
MDV,2005,,,,,,,,
MDV,2006,,,,,,,,
MDV,2007,,,,,,,,
MDV,2008,,,,,,,,
MDV,2009,,,,,,,,
MDV,2010,,,,,,,,
MDV,2011,,,,,,,,
MDV,2012,,,,,,,,
MDV,2013,,,,,,,,
MDV,2014,,,,,,,,
MDV,2015,,,,,,,,
MDV,2016,,8.2,,No,National Bureau of Statistics (NBS) HIES 2016 Poverty report (http://statisticsmaldives.gov.mv/nbs/wp-content/uploads/2018/10/HIES2016-PovertyInequality_Report-ENG.pdf). Poverty line is relative. Government estimate.,,,
MDV,2017,,,,,,,,
MDV,2018,,,,,,,,
MDV,2019,24048,5.4,29.3,No,HIES 2019,,Kelly Yelitza Montoya Munoz,3/25/2025 15:33
MDV,2020,,,,,,,,
MDV,2021,,,,,,,,
MDV,2022,,,,,,,,
MDV,2023,,,,,,,,
MDV,2024,,,,,,,,
MEX,2000,,,52.58397,,,,,
MEX,2001,,,,,,,,
MEX,2002,,,50.08865,,,,,
MEX,2003,,,,,,,,
MEX,2004,,,50.03057,,,,,
MEX,2005,,,50.12036,,,,,
MEX,2006,,,48.93605,,,,,
MEX,2007,,,,,,,,
MEX,2008,48975860,44.36,49.88385,Yes,,,,
MEX,2009,,,,,,,,
MEX,2010,,,,,,,,
MEX,2011,,,,,,,,
MEX,2012,53182344,45.48,48.71347,Yes,,,,
MEX,2013,,,,,,,,
MEX,2014,55374640,46.17,48.72244,Yes,,,,
MEX,2015,,,,,,,,
MEX,2016,52221057,43.23,49.83734488,No,Coneval using  ENIGH,,Samuel Freije-Rodriguez,3/31/2025 17:18
MEX,2017,,,,,,,,
MEX,2018,51890880,41.91,45.7461,Yes,Coneval using  ENIGH,,Samuel Freije-Rodriguez,3/31/2025 17:18
MEX,2019,,,,,,,,
MEX,2020,55654225,43.91,44.9647,Yes,Coneval using  ENIGH,,Samuel Freije-Rodriguez,3/31/2025 17:18
MEX,2021,,,,,,,,
MEX,2022,46804512,36.3,43.1,Yes,Coneval using  ENIGH,,Samuel Freije-Rodriguez,3/31/2025 17:16
MEX,2023,,,,,,,,
MEX,2024,,,,,,,,
MHL,2000,,,,,,,,
MHL,2001,,,,,,,,
MHL,2002,,,,,,,,
MHL,2003,,,,,,,,
MHL,2004,,,,,,,,
MHL,2005,,,,,,,,
MHL,2006,,,,,,,,
MHL,2007,,,,,,,,
MHL,2008,,,,,,,,
MHL,2009,,,,,,,,
MHL,2010,,,,,,,,
MHL,2011,,,,,,,,
MHL,2012,,,,,,,,
MHL,2013,,,,,,,,
MHL,2014,,,,,,,,
MHL,2015,,,,,,,,
MHL,2016,,,,,,,,
MHL,2017,,,,,,,,
MHL,2018,,,,,,,,
MHL,2019,3054,7.2,,No,,,Darian Naidoo,4/17/2025 19:52
MHL,2020,,,,,,,Darian Naidoo,4/17/2025 19:52
MHL,2021,,,,,,,,
MHL,2022,,,,,,,,
MHL,2023,,,,,,,,
MKD,2000,,,,,,,,
MKD,2001,,,,,,,,
MKD,2002,,,,,,,,
MKD,2003,,,,,,,,
MKD,2004,,,,,,,,
MKD,2005,,,,,,,,
MKD,2006,,,,,,,,
MKD,2007,,,,,,,,
MKD,2008,,,,,,,,
MKD,2009,,27,,Yes,EUROSTAT,,,
MKD,2010,,26.8,,Yes,EUROSTAT,,,
MKD,2011,,26.2,,Yes,EUROSTAT,,,
MKD,2012,,24.2,,Yes,EUROSTAT,,,
MKD,2013,,22.1,35.2,Yes,EUROSTAT,,Alexandru Cojocaru,9/5/2024 14:55
MKD,2014,,21.5,33.7,Yes,EUROSTAT,,Alexandru Cojocaru,9/5/2024 14:55
MKD,2015,,21.9,33.6,Yes,EUROSTAT,,Alexandru Cojocaru,9/5/2024 14:54
MKD,2016,,22.2,32.4,Yes,EUROSTAT,,Alexandru Cojocaru,9/5/2024 14:54
MKD,2017,,21.9,31.9,Yes,EUROSTAT,,Alexandru Cojocaru,9/5/2024 14:53
MKD,2018,,21.6,30.7,Yes,EUROSTAT,,Alexandru Cojocaru,9/5/2024 14:53
MKD,2019,,21.8,31.4,Yes,EUROSTAT,https://ec.europa.eu/eurostat/databrowser/view/tessi010/default/table?lang=en,Alexandru Cojocaru,9/5/2024 15:07
MKD,2020,,23,30.3,Yes,MKD NSO,https://www.stat.gov.mk/Default_en.aspx,Alexandru Cojocaru,3/26/2025 9:37
MKD,2021,,22.9,29.8,Yes,MKD NSO,https://www.stat.gov.mk/Default_en.aspx,Alexandru Cojocaru,3/26/2025 9:37
MKD,2022,,,,,,,,
MKD,2023,,,,,,,,
MKD,2024,,,,,,,,
MLI,2000,,,,,,,,
MLI,2001,5748268,50.9,,No,"Geography of Poverty in Mali, World Bank 2015.  http://documents.worldbank.org/curated/en/877031468299934506/Mali-Geography-of-poverty-in-Mali",,,
MLI,2002,,,,,,,,
MLI,2003,,,,,,,,
MLI,2004,,,,,,,,
MLI,2005,,,,,,,,
MLI,2006,5515686,41.7,38.92996,Yes,"Geography of Poverty in Mali, World Bank 2015.  http://documents.worldbank.org/curated/en/877031468299934506/Mali-Geography-of-poverty-in-Mali",,,
MLI,2007,,,,,,,,
MLI,2008,,,,,,,,
MLI,2009,6003311,41.1,33.03796,Yes,"Geography of Poverty in Mali, World Bank 2015.  http://documents.worldbank.org/curated/en/877031468299934506/Mali-Geography-of-poverty-in-Mali",,,
MLI,2010,,,,,,,,
MLI,2011,7041540,45.4,42,Yes,EMOP,,,
MLI,2012,,,,,,,,
MLI,2013,7747950,47.1,38,Yes,EMOP,,,
MLI,2014,7940170,46.9,37,Yes,EMOP,,,
MLI,2015,8231680,47.2,34,Yes,EMOP,,,
MLI,2016,8409960,46.8,34,Yes,EMOP,,,
MLI,2017,8310990,44.9,36,Yes,EMOP,,,
MLI,2018,8295014,42.1,33,Yes,EHCVM,,Yele Maweki Batana,9/20/2024 13:37
MLI,2019,8333100,42.3,36,Yes,EMOP,,,
MLI,2020,8484750,41.9,38,Yes,EMOP,,,
MLI,2021,9735059,45.5,31,No,EHCVM (comparable with the previous EHCVM),,Yele Maweki Batana,9/20/2024 13:37
MLI,2022,,,,,,,Yele Maweki Batana,9/19/2024 12:30
MLI,2023,,,,,,,,
MLI,2024,,,,,,,,
MMR,2000,,,,,,,,
MMR,2001,,,,,,,,
MMR,2002,,,,,,,,
MMR,2003,,,,,,,,
MMR,2004,,,,,,,,
MMR,2005,,48.2,,Yes,World Bank using IHLCA/EAPPOV/GMD,,,
MMR,2006,,,,,,,,
MMR,2007,,,,,,,,
MMR,2008,,,,,,,,
MMR,2009,,,,,,,,
MMR,2010,,42.2,41.6,Yes,World Bank using IHLCA/EAPPOV/GMD,,,
MMR,2011,,,,,,,,
MMR,2012,,,,,,,,
MMR,2013,,,,,,,,
MMR,2014,,,,,,,Sutirtha Sinha Roy,3/25/2025 10:27
MMR,2015,16821578,32.1,38.1,Yes,World Bank using MPLCS/EAPPOV/GMD.,,Sutirtha Sinha Roy,3/25/2025 10:30
MMR,2016,,,,,,,,
MMR,2017,,24.8,30.7,Yes,World Bank using MLCS/EAPPOV/GMD,,Sutirtha Sinha Roy,3/25/2025 10:30
MMR,2018,,,,,,,,
MMR,2019,,,,,,,,
MMR,2020,,,,,,,,
MMR,2021,,,,,,,,
MMR,2022,,,,,,,,
MMR,2023,,,,,,,,
MMR,2024,,,,,,,,
MNE,2000,,,,,,,,
MNE,2001,,,,,,,,
MNE,2002,,,,,,,,
MNE,2003,,,,,,,,
MNE,2004,,,,,,,,
MNE,2005,,,,,,,,
MNE,2006,,,,,,,,
MNE,2007,,,,,,,,
MNE,2008,,,,,,,,
MNE,2009,,,,,,,,
MNE,2010,,,,,,,,
MNE,2011,,,,,,,,
MNE,2012,156391,25.2,38.5,Yes,"NSO, new releast of the SILC to replace earlier estimates using HBS, http://monstat.org/cg/novosti.php?id=2880",,,
MNE,2013,149711,24.1,36.5,Yes,"NSO, new releast of the SILC to replace earlier estimates using HBS, http://monstat.org/cg/novosti.php?id=2880",,,
MNE,2014,151722,24.4,36.5,Yes,"National Statistics Office.  At risk of poverty rate, reported year is income reference year. Poverty line is relative. Government estimate.",,,
MNE,2015,149318,24,36.5,Yes,"National Statistics Office.  At risk of poverty rate, reported year is income reference year. Poverty line is relative. Government estimate.",,,
MNE,2016,146864,23.6,36.7,Yes,Eurostat,,,
MNE,2017,148125,23.8,34.7,Yes,"NSO, Eurostat",,,
MNE,2018,152446,24.5,34.1,Yes,"NSO, Eurostat",,Zurab Sajaia,3/25/2025 13:35
MNE,2019,140578,22.6,32.9,Yes,"NSO, projection",,Zurab Sajaia,3/25/2025 13:35
MNE,2020,131717,21.2,32.5,Yes,EUROSTAT,,Zurab Sajaia,3/25/2025 13:35
MNE,2021,125700,20.3,31.5,Yes,"EUROSTAT, NSO",,Zurab Sajaia,3/25/2025 13:35
MNE,2022,124060,20.1,29.4,Yes,NSO,,Zurab Sajaia,3/25/2025 13:37
MNE,2023,,,,,,,Zurab Sajaia,3/25/2025 13:37
MNE,2024,,,,,,,,
MNG,2000,,,,,,,,
MNG,2001,,,,,,,,
MNG,2002,,,,,,,,
MNG,2003,,,,,,,,
MNG,2004,,,,,,,,
MNG,2005,,,,,,,,
MNG,2006,,,,,,,,
MNG,2007,,,,,,,,
MNG,2008,,,,,,,,
MNG,2009,,,,,,,,
MNG,2010,,38.8,33.05,No,,,,
MNG,2011,,33.7,33.88351,Yes,,,,
MNG,2012,,27.4,33.75162,Yes,,,,
MNG,2013,,,,,,,,
MNG,2014,,21.6,32.03779,Yes,,,,
MNG,2015,,,,,,,,
MNG,2016,,29.6,32.34573,Yes,,,,
MNG,2017,,,,,,,,
MNG,2018,,28.4,32.74,Yes,,,,
MNG,2019,,,,,,,,
MNG,2020,,,,No,,,Ypsse Kim,3/15/2025 15:23
MNG,2021,,,,,,,,
MNG,2022,,27.1,31.416,No,,,,
MNG,2023,,,,,,,,
MNG,2024,,,,,,,,
MOZ,2000,,,,,,,,
MOZ,2001,,,,,,,,
MOZ,2002,,60.3,,,calculation based on household survey by poverty team of MOZ,,Haoyu Wu,9/13/2024 19:01
MOZ,2003,,,,,,,,
MOZ,2004,,,,,,,,
MOZ,2005,,,,,,,,
MOZ,2006,,,,,,,,
MOZ,2007,,,,,,,,
MOZ,2008,,58.7,,,calculation based on household survey by poverty team of MOZ,,Haoyu Wu,9/13/2024 19:01
MOZ,2009,,,,,,,,
MOZ,2010,,,,,,,,
MOZ,2011,,,,,,,,
MOZ,2012,,,,,,,,
MOZ,2013,,,,,,,,
MOZ,2014,,48.4,,,calculation based on household survey by poverty team of MOZ,,Haoyu Wu,9/13/2024 19:01
MOZ,2015,,,,,,,,
MOZ,2016,,,,,,,,
MOZ,2017,,,,,,,,
MOZ,2018,,,,,,,,
MOZ,2019,,68.2,,,https://www.mef.gov.mz/index.php/publicacoes/estrategias/2184-estrategia-nacional-de-desenvolvimento-2025-2024/file,,Cameron Nadim Haddad,3/6/2025 10:52
MOZ,2020,,,,,,,,
MOZ,2021,,,,,,,,
MOZ,2022,,65,,,https://www.mef.gov.mz/index.php/publicacoes/estrategias/2184-estrategia-nacional-de-desenvolvimento-2025-2024/file,,Cameron Nadim Haddad,3/6/2025 10:52
MOZ,2023,,,,,,,,
MOZ,2024,,,,,,,,
MRT,2000,1381773,51,39.02847,,ONS,,,
MRT,2001,,,,,,,,
MRT,2002,,,,,,,,
MRT,2003,,,,,,,,
MRT,2004,1420998,46.7,40.16877,Yes,ONS,,,
MRT,2005,,,,,,,,
MRT,2006,,,,,,,,
MRT,2007,,,,,,,,
MRT,2008,1431167,42,35.68538,Yes,ONS,,,
MRT,2009,,,,,,,,
MRT,2010,,,,,,,,
MRT,2011,,,,,,,,
MRT,2012,,,,,,,,
MRT,2013,,,,,,,,
MRT,2014,1393925,34.3,33.614,No,ANSADE/WB,,,
MRT,2015,,,,,,,,
MRT,2016,,,,,,,,
MRT,2017,,,,,,,,
MRT,2018,,,,,,,,
MRT,2019,1439172,31.8,31.638,Yes,ANSADE/WB,,,
MRT,2020,,,,,,,,
MRT,2021,,,,,,,,
MRT,2022,,,,,,,,
MRT,2023,,,,,,,,
MRT,2024,,,,,,,,
MUS,2000,,,,,,,,
MUS,2001,,,,Yes,,,,
MUS,2002,,,,Yes,,,,
MUS,2003,,,,Yes,,,,
